,时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
0,2023-05-22 09:35:00,10.48,10.48,10.51,10.44,-0.47,-0.05,11299,11830341.0,0.66,0.03
1,2023-05-22 09:40:00,10.47,10.45,10.49,10.45,-0.29,-0.03,6311,6606292.0,0.38,0.02
2,2023-05-22 09:45:00,10.46,10.46,10.48,10.45,0.1,0.01,6553,6853315.0,0.29,0.02
3,2023-05-22 09:50:00,10.46,10.45,10.47,10.44,-0.1,-0.01,5258,5496347.0,0.29,0.01
4,2023-05-22 09:55:00,10.45,10.43,10.46,10.41,-0.19,-0.02,10700,11167873.0,0.48,0.03
5,2023-05-22 10:00:00,10.43,10.4,10.43,10.35,-0.29,-0.03,22190,23066458.0,0.77,0.05
6,2023-05-22 10:05:00,10.4,10.4,10.4,10.39,0.0,0.0,6932,7207068.0,0.1,0.02
7,2023-05-22 10:10:00,10.39,10.39,10.4,10.37,-0.1,-0.01,7060,7329674.0,0.29,0.02
8,2023-05-22 10:15:00,10.39,10.41,10.41,10.38,0.19,0.02,9344,9708191.0,0.29,0.02
9,2023-05-22 10:20:00,10.41,10.48,10.48,10.41,0.67,0.07,6887,7197794.0,0.67,0.02
10,2023-05-22 10:25:00,10.48,10.47,10.48,10.45,-0.1,-0.01,5753,6019055.0,0.29,0.01
11,2023-05-22 10:30:00,10.46,10.47,10.48,10.45,0.0,0.0,5955,6231270.0,0.29,0.01
12,2023-05-22 10:35:00,10.47,10.48,10.49,10.45,0.1,0.01,8947,9370850.0,0.38,0.02
13,2023-05-22 10:40:00,10.48,10.46,10.48,10.44,-0.19,-0.02,4340,4539616.0,0.38,0.01
14,2023-05-22 10:45:00,10.46,10.46,10.47,10.46,0.0,0.0,1718,1797740.0,0.1,0.0
15,2023-05-22 10:50:00,10.46,10.45,10.46,10.44,-0.1,-0.01,2768,2891235.0,0.19,0.01
16,2023-05-22 10:55:00,10.45,10.44,10.47,10.44,-0.1,-0.01,2238,2338801.0,0.29,0.01
17,2023-05-22 11:00:00,10.45,10.47,10.47,10.42,0.29,0.03,3734,3898207.0,0.48,0.01
18,2023-05-22 11:05:00,10.46,10.45,10.46,10.44,-0.19,-0.02,943,985265.0,0.19,0.0
19,2023-05-22 11:10:00,10.45,10.43,10.46,10.43,-0.19,-0.02,1854,1935844.0,0.29,0.0
20,2023-05-22 11:15:00,10.43,10.41,10.44,10.41,-0.19,-0.02,1624,1692522.0,0.29,0.0
21,2023-05-22 11:20:00,10.41,10.44,10.45,10.41,0.29,0.03,1023,1067122.0,0.38,0.0
22,2023-05-22 11:25:00,10.43,10.43,10.44,10.43,-0.1,-0.01,941,981826.0,0.1,0.0
23,2023-05-22 11:30:00,10.44,10.41,10.44,10.4,-0.19,-0.02,3297,3434508.0,0.38,0.01
24,2023-05-22 13:05:00,10.42,10.39,10.42,10.38,-0.19,-0.02,4489,4667553.0,0.38,0.01
